Substance Evaluation - CoRAP list
Note: Group entries are split in different rows.
Export date: 09-mai-2024 09:03:23
Last updated 02-mai-2024. Database contains 402 unique substances/entries.

"Substance Identifier"	""	
"Evaluating Member State"	""	
"Status"	""	
"Initial grounds for concern (operator is and)"	"true"	
"Initial grounds for concerns"



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Co-Evaluating Member State"	"Year"	"Evaluating Member State"	"Initial grounds for concern"	"Status"	"Latest update"	"Decisions"	"Conclusion document"	"Justification documents"	"CoRAP publication date"	"MS address"	"Member State (MS) contact details"	"MS remarks"	"Further information"	"Remarks"	"DISLIST_CORAP_diss_concern"	"DISLIST_CORAP_relevance"	"First published"	
"2,2'-Iminodiethanol"	""	"203-868-0"	"111-42-2"	""	"2012"	"Germany"	"Suspected CMR""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"19-nov.-2021"	"https://echa.europa.eu/documents/10162/a8536685-4614-b998-b1f9-80a5ef7deb7a"	"https://echa.europa.eu/documents/10162/48464236-212b-1ced-e77e-af462d5cfabd"	""	"29-févr.-2012"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Suspected CMR""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"2,2'-oxydiethanol"	""	"203-872-2"	"111-46-6"	""	"2015"	"Hungary"	"Suspected CMR""Other hazard based concern""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/ee2dc324-5587-f6b3-1857-15e041120e74"	"https://echa.europa.eu/documents/10162/5671735f-9eac-8478-8a63-f0b453cc58d7"	"26-mars-2014"	""	"National Institute of Chemical Safety"	""	""	""	"Suspected CMR""Other hazard based concern""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Trimethyloctadecylammonium chloride"	""	"203-929-1"	"112-03-8"	""	""	"Italy"	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	"Withdrawn"	"18-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/bab075b0-9ef8-08ee-8e04-9c053a9ee315""https://echa.europa.eu/documents/10162/2784e664-9497-22cf-9eed-31bb03eefdb3"	"20-mars-2018"	"299 Viale Regina Elena, 00161 ROME"	"Institute of Health"	""	""	""	"Suspected PBT/vPvB""Exposure of environment""Wide dispersive use"	""	"20-mars-2018"	
"Decan-1-ol"	""	"203-956-9"	"112-30-1"	""	"2012"	"Italy"	"Other hazard based concern""High (aggregated) tonnage""Other exposure/risk based concern""Wide dispersive use"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/5051cf8c-c046-a028-280f-994d7f5bc629"	"https://echa.europa.eu/documents/10162/4e09e586-6095-358d-516c-e07d23776e9b"	""	"29-févr.-2012"	"299 Viale Regina Elena, 00161 ROME 
"	"Institute of Health"	""	""	""	"Other hazard based concern""High (aggregated) tonnage""Other exposure/risk based concern""Wide dispersive use"	""	"14-janv.-2016"	
"1,4,5,6,7,7-hexachloro-8,9,10-trinorborn-5-ene-2,3-dicarboxylic anhydride"	""	"204-077-3"	"115-27-5"	""	"2013"	"France"	"CMR""Suspected PBT/vPvB""Suspected Sensitiser""Exposure of environment""Exposure of workers"	"Concluded"	"15-juin-2022"	"https://echa.europa.eu/documents/10162/695a4b48-187b-bef4-85df-9c786fc3bf3b""https://echa.europa.eu/documents/10162/7615630a-f3ea-4b77-d9b9-d9e725014e70"	"https://echa.europa.eu/documents/10162/906d6ad6-a247-a2bc-9916-f0fe253cab6c"	"https://echa.europa.eu/documents/10162/63e34997-e45b-d3b7-96cf-1b766a91f8fb"	"29-févr.-2012"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	"As an outcome of the SEv follow-up process, a second SEv draft Decision requesting further information has been sent to the Registrant(s)."	"CMR""Suspected PBT/vPvB""Suspected Sensitiser""Exposure of environment""Exposure of workers"	""	"14-janv.-2016"	
"Triphenyl phosphate"	""	"204-112-2"	"115-86-6"	"France"	"2017"	"France"	"Potential endocrine disruptor""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"24-mai-2023"	"https://echa.europa.eu/documents/10162/58b44c4c-742e-25df-340a-2ad24e5fe58c"	"https://echa.europa.eu/documents/10162/916779d9-ec10-07fa-f178-9562bdd7dedc"	"https://echa.europa.eu/documents/10162/2428f255-e543-326a-883e-9091629f6634"	"29-févr.-2012"	"14, rue Pierre et Marie Curie 94700 MaisonsAlfort, Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	""	"Potential endocrine disruptor""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Hexafluoropropene"	""	"204-127-4"	"116-15-4"	""	"2015"	"Italy"	"Suspected CMR""High (aggregated) tonnage"	"Concluded"	"21-déc.-2020"	"https://echa.europa.eu/documents/10162/208654a0-0a2d-bf27-2bb0-9756fc3c07e4"	"https://echa.europa.eu/documents/10162/12db3489-e1cc-f18f-f977-3cffe0563fc4"	"https://echa.europa.eu/documents/10162/b2919e85-ecdc-3c3f-6c47-b5ee933bd471"	"17-mars-2015"	"299 Viale Regina Elena, 00161 ROME 
"	"Institute of Health"	""	""	""	"Suspected CMR""High (aggregated) tonnage"	""	"14-janv.-2016"	
"Benzyl salicylate"	""	"204-262-9"	"118-58-1"	""	""	"Germany"	"Potential endocrine disruptor"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/724f7021-2686-8f42-8230-ab69cde4b427""https://echa.europa.eu/documents/10162/5727d975-2635-69c0-a3e7-cb1cb3486ebf"	"20-mars-2018"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Potential endocrine disruptor"	""	"20-mars-2018"	
"2-ethylhexyl salicylate"	""	"204-263-4"	"118-60-5"	""	""	"Germany"	"Potential endocrine disruptor"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/1129b382-579f-b108-3925-24cb573fc951""https://echa.europa.eu/documents/10162/f853f2ec-281e-2bb1-4442-81c4bae79675"	"20-mars-2018"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Potential endocrine disruptor"	""	"20-mars-2018"	
"2,4,6-tribromophenol"	""	"204-278-6"	"118-79-6"	""	"2012"	"Norway"	"CMR""Suspected PBT/vPvB""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/fd19d44e-7365-c189-d263-d3b0f4cc7dd9"	""	"29-févr.-2012"	"PO Box 8100 Dep, N-0032 Oslo, Norway 
"	"Climate and Pollution Agency (Klif)"	""	""	""	"CMR""Suspected PBT/vPvB""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"2,4,6-tribromophenol"	""	"204-278-6"	"118-79-6"	""	"2024"	"France"	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected PMT/vPvM""Other hazard based concern""Exposure of environment""Exposure of workers"	"Ongoing"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/91956f4a-4612-34f6-15fa-0155e7237874"	"19-mars-2024"	"14 rue Pierre et Marie Curie 94700 Maisons-Alfort Cedex "	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected PMT/vPvM""Other hazard based concern""Exposure of environment""Exposure of workers"	""	"19-mars-2024"	
"2,2′,6,6′-Tetra-tert-butyl-4,4′- methylenediphenol"	""	"204-279-1"	"118-82-1"	""	"2014"	"Austria"	"Suspected CMR""Potential endocrine disruptor""Suspected PBT/vPvB""Suspected Sensitiser""Consumer use""Exposure of environment""Exposure of workers""Wide dispersive use"	"Follow-up"	"13-avr.-2022"	"https://echa.europa.eu/documents/10162/2ac43317-263f-3ae4-e354-7059aded0de4"	""	"https://echa.europa.eu/documents/10162/072bcca7-514f-00de-aa93-bb10635a7aff"	"26-mars-2014"	"Abteilung Chemikalien/Department Chemicals, Spittelauer Lände 5, 1090 Wien, Österreich/Austria
"	"Umweltbundesamt GmbH, Abteilung Chemikalien/ Department Chemicals"	""	"<a href=""https://echa.europa.eu/documents/10162/23095243/a-007-2017_announcement_en.pdf"">The Board of Appeal in its decision in Case No. A-007-2017 has partly annulled a SEv decision for this substance</a>""<a href=""https://echa.europa.eu/documents/10162/23095243/a-008-2017_announcement_en.pdf"">The Board of Appeal in its decision in Case No. A-008-2017 has partly annulled a SEv decision for this substance</a>"	""	"Suspected CMR""Potential endocrine disruptor""Suspected PBT/vPvB""Suspected Sensitiser""Consumer use""Exposure of environment""Exposure of workers""Wide dispersive use"	""	"14-janv.-2016"	
"Methyl salicylate"	""	"204-317-7"	"119-36-8"	""	"2015"	"France"	"Suspected CMR""Consumer use""High (aggregated) tonnage"	"Concluded"	"06-mai-2021"	"https://echa.europa.eu/documents/10162/bf3c4c9c-fe0e-f83a-4afd-931cc3d22501""https://echa.europa.eu/documents/10162/bc751b8f-fd8b-fdb1-979b-04bda91539f2""https://echa.europa.eu/documents/10162/1cf52c54-c464-74a8-6775-96668fac210b"	"https://echa.europa.eu/documents/10162/6fa86360-6573-cbbe-19d9-a36e30ca197b"	"https://echa.europa.eu/documents/10162/56ae8312-489b-422a-d4cf-48495ce2808e"	"20-mars-2013"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Suspected CMR""Consumer use""High (aggregated) tonnage"	""	"19-janv.-2016"	
"6,6'-di-tert-butyl-2,2'-methylenedi-p-cresol"	""	"204-327-1"	"119-47-1"	""	"2016"	"Denmark"	"Suspected Reprotoxic""Potential endocrine disruptor"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/99eb8c10-8e55-ddd7-7f89-c9d7df6666dc"	"https://echa.europa.eu/documents/10162/e6ad55e8-7f2a-187f-00f9-bc415215260b"	"22-mars-2016"	""	"Danish EPA, Chemicals Division"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor"	""	"22-mars-2016"	
"Benzophenone"	""	"204-337-6"	"119-61-9"	""	"2013"	"Denmark"	"Suspected CMR""Consumer use""High RCR""Wide dispersive use"	"Concluded"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/cb138c10-d974-f718-e5f5-9f4894fdb891"	"https://echa.europa.eu/documents/10162/5a195cc0-82f3-cd0a-8fa3-65c400911515"	"https://echa.europa.eu/documents/10162/9f839311-f458-6c14-dac5-bf27bb63f516"	"20-mars-2013"	""	"Danish EPA, Chemicals Division"	""	""	""	"Suspected CMR""Consumer use""High RCR""Wide dispersive use"	""	"19-janv.-2016"	
"Ethyl 4-hydroxybenzoate"	""	"204-399-4"	"120-47-8"	""	""	"Germany"	"Potential endocrine disruptor"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/5d90a588-8df9-6ac6-b583-69e585897950""https://echa.europa.eu/documents/10162/578b6d23-9654-9d60-0841-e80240fdd5c8"	"21-mars-2017"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Potential endocrine disruptor"	""	"21-mars-2017"	
"Oxydiethylene dibenzoate"	""	"204-407-6"	"120-55-8"	""	"2019"	"Latvia"	"Suspected Reprotoxic""Consumer use""Exposure of environment""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-août-2020"	""	"https://echa.europa.eu/documents/10162/e096b3f6-1509-fd31-6e24-7975da0fb1e9"	"https://echa.europa.eu/documents/10162/4aa9285a-cf6b-72a2-0565-33dfd159faba"	"22-mars-2016"	"Maskavas street 165, Riga, LV- 1019"	"Latvian Environment, Geology and Meteorology Centre"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 248-258-5."	"Suspected Reprotoxic""Consumer use""Exposure of environment""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"22-mars-2016"	
"2-tert-butyl-4-methoxyphenol"	""	"204-442-7"	"121-00-6"	""	"2015"	"France"	"Suspected Reprotoxic""Potential endocrine disruptor""Consumer use""Exposure of sensitive populations""Wide dispersive use"	"Conclusion under preparation"	"26-mai-2023"	""	""	"https://echa.europa.eu/documents/10162/4096e08e-4a05-ef24-b9bf-2827187142ea"	"17-mars-2015"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	"Previously registered as tert-butyl-4-methoxyphenol, EC 246-563-8, CAS 25013-16-5"	"Suspected Reprotoxic""Potential endocrine disruptor""Consumer use""Exposure of sensitive populations""Wide dispersive use"	""	"19-janv.-2016"	
"Perhydro-1,3,5-trinitro-1,3,5-triazine"	""	"204-500-1"	"121-82-4"	""	""	"Hungary"	"Suspected Carcinogenic""Suspected Reprotoxic""Exposure of environment""Exposure of workers""Wide dispersive use"	"Withdrawn"	"17-mars-2021"	""	""	"https://echa.europa.eu/documents/10162/094c27bb-2821-cdb8-49c8-a695083f5480""https://echa.europa.eu/documents/10162/a2ff3168-d890-f0bd-c6c0-b78190d7316c""https://echa.europa.eu/documents/10162/2315536e-c4d4-e6c9-7fbd-9e86af91fb1e"	"19-mars-2019"	"Albert Flórián út 2-6, H-1097, Budapest "	"National Public Health Center"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 220-260-0."	"Suspected Carcinogenic""Suspected Reprotoxic""Exposure of environment""Exposure of workers""Wide dispersive use"	""	"19-mars-2019"	
"4-aminophenol"	""	"204-616-2"	"123-30-8"	""	"2020"	"Italy"	"Mutagenic""Sensitiser""Other hazard based concern"	"Concluded"	"14-juil.-2021"	""	"https://echa.europa.eu/documents/10162/afb0d886-c047-6514-3269-8ecd5cb92811"	"https://echa.europa.eu/documents/10162/03b27d1e-cab2-04c7-0167-1b78f20a6231"	"18-mars-2020"	""	"National Institute of Health (ISS)"	""	""	"Due to the indication of structural similarity, this substance may potentially be addressed in joint evaluation with 200-237-1, 209-711-2, 220-618-6."	"Mutagenic""Sensitiser""Other hazard based concern"	""	"18-mars-2020"	
"Hydroquinone"	""	"204-617-8"	"123-31-9"	""	"2012"	"Italy"	"CMR""Consumer use""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/55dcb9bf-76f5-a676-e382-706981e135e1"	"https://echa.europa.eu/documents/10162/593b8e99-9fc0-948a-7b56-bcb0cae5ff2c"	""	"29-févr.-2012"	"299 Viale Regina Elena, 00161 ROME 
"	"Institute of Health"	""	""	""	"CMR""Consumer use""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"3-methylbutan-1-ol"	""	"204-633-5"	"123-51-3"	""	""	"Poland"	"Suspected Carcinogenic""Suspected Reprotoxic""Suspected Sensitiser""Consumer use""Exposure of workers"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/c8e8daae-452d-7a6d-e9e1-ae84d4cd62fe""https://echa.europa.eu/documents/10162/4b27ac33-bfb2-1ba9-9653-e6b16ba1727b"	"22-mars-2016"	""	"Bureau for Chemical Substances"	""	""	""	"Suspected Carcinogenic""Suspected Reprotoxic""Suspected Sensitiser""Consumer use""Exposure of workers"	""	"22-mars-2016"	
"Tributyl phosphate"	""	"204-800-2"	"126-73-8"	""	"2012"	"Hungary"	"CMR""Other hazard based concern""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/30a51754-69f8-1a4f-1811-89a64a5b54ce""https://echa.europa.eu/documents/10162/dc15fbc5-f1c0-bef1-050a-eb97926c6aeb"	""	"29-févr.-2012"	""	"National Institute of Chemical Safety"	""	""	""	"CMR""Other hazard based concern""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"acetone oxime"	""	"204-820-1"	"127-06-0"	""	"2016"	"Austria"	"Suspected Carcinogenic""Suspected Mutagenic""Suspected Sensitiser""Exposure of environment""Exposure of workers""High RCR""Wide dispersive use"	"Concluded"	"09-déc.-2020"	""	"https://echa.europa.eu/documents/10162/01bf04be-99b5-8809-608c-3c1364f3bd1d"	"https://echa.europa.eu/documents/10162/4df1b393-82bd-3a19-4ec1-e445ff357b1b"	"17-mars-2015"	"Abteilung Chemikalien &amp; Biozide / Department Chemicals &amp; Biocides, Spittelauer Lände 5 1090 Wien Österreich / Austria 
"	"Umweltbundesamt GmbH"	""	""	""	"Suspected Carcinogenic""Suspected Mutagenic""Suspected Sensitiser""Exposure of environment""Exposure of workers""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"Tetrachloroethylene"	""	"204-825-9"	"127-18-4"	""	"2013"	"Latvia"	"CMR""Suspected PBT/vPvB""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/827c5a7a-181f-2308-bf14-4fe414401d3b""https://echa.europa.eu/documents/10162/86e414e0-33ff-9453-c0fe-7ac67c14606d"	"https://echa.europa.eu/documents/10162/2585a21f-6b63-878a-d762-6a9f435777be"	"29-févr.-2012"	"Maskavas street 165, LV-1019 
"	"Latvian Environment, Geology and Meteorology Centre"	""	""	""	"CMR""Suspected PBT/vPvB""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Sodium 3-nitrobenzene sulphonate"	""	"204-857-3"	"127-68-4"	""	""	"Ireland"	"Suspected Reprotoxic""Exposure of workers""High (aggregated) tonnage"	"Withdrawn"	"21-mars-2023"	""	""	"https://echa.europa.eu/documents/10162/2c78fcb3-41f6-60d0-9940-1134a46b7ea3""https://echa.europa.eu/documents/10162/9ece5627-e34a-00e6-c150-940009c12cc7""https://echa.europa.eu/documents/10162/87d874fa-13f2-e9fc-edf7-46987258c30a"	"22-mars-2016"	"The Metropolitan Building, James Joyce Street, Dublin D01 K0Y8, Ireland"	"Health and Safety Authority"	""	""	"Data generated under dossier evaluation or other publicly available information sufficiently address and clarify the initial concern(s)."	"Suspected Reprotoxic""Exposure of workers""High (aggregated) tonnage"	""	"22-mars-2016"	
"2,6-di-tert-butyl-p-cresol"	""	"204-881-4"	"128-37-0"	""	"2016"	"France"	"Potential endocrine disruptor""Exposure of sensitive populations""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Ongoing"	"24-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/9495d950-1dde-91db-66fa-f565ce9a3fda"	"22-mars-2016"	"253 avenue du General Leclerc 
94700 Maisons-Alfort Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Potential endocrine disruptor""Exposure of sensitive populations""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"22-mars-2016"	
"Diallyl phthalate"	""	"205-016-3"	"131-17-9"	""	"2013"	"Spain"	"CMR""Consumer use""Wide dispersive use"	"Concluded"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/b1779412-1cb9-02a6-a7c3-92a6134686a6"	"https://echa.europa.eu/documents/10162/1a996b77-70e2-8f1d-2017-7eceb373cb66"	"https://echa.europa.eu/documents/10162/7a05648d-cf19-4085-4300-580b6ff7d5ba"	"29-févr.-2012"	"Paseo del Prado, 18-20, 28071 &#8211; Madrid, Spain 
"	"Spanish Ministry of Health, Consumer Affairs and Social Welfare"	""	""	""	"CMR""Consumer use""Wide dispersive use"	""	"19-janv.-2016"	
"Oxybenzone"	""	"205-031-5"	"131-57-7"	""	"2014"	"Denmark"	"Potential endocrine disruptor""Cumulative exposure""Exposure of environment""Exposure of sensitive populations""Exposure of workers""Wide dispersive use"	"Ongoing"	"24-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/92cf6900-436e-2576-3c04-eebe8e9b6d3d"	"26-mars-2014"	""	"Danish EPA, Chemicals Division"	""	""	""	"Potential endocrine disruptor""Cumulative exposure""Exposure of environment""Exposure of sensitive populations""Exposure of workers""Wide dispersive use"	""	"14-janv.-2016"	
"Disodium 4,4'-bis[(4,6-dianilino-1,3,5-triazin-2-yl)amino]stilbene-2,2'-disulphonate"	""	"205-117-2"	"133-66-4"	""	""	"Italy"	"Suspected PBT/vPvB""Wide dispersive use"	"Withdrawn"	"18-mars-2020"	""	""	"https://echa.europa.eu/documents/10162/c1196a69-3dd3-dfdd-2e86-e3f47dbb9e36""https://echa.europa.eu/documents/10162/088cc1d6-47df-5ed8-180e-014f6e4cc4ce""https://echa.europa.eu/documents/10162/3b98ede0-8a2b-f1e2-fd00-85dbe5d54ae8"	"21-mars-2017"	"299 Viale Regina Elena, 00161 ROME 
"	"Institute of Health"	""	""	""	"Suspected PBT/vPvB""Wide dispersive use"	""	"21-mars-2017"	
"N,N'-dithiodi-o-phenylenedibenzamide"	""	"205-201-9"	"135-57-9"	""	"2014"	"Belgium"	"Suspected PBT/vPvB""Exposure of environment"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/6d8d5dc1-278f-0ead-592b-624b84ed3e87"	"https://echa.europa.eu/documents/10162/b344c282-2917-1048-0023-796467d28138"	"https://echa.europa.eu/documents/10162/06c9809e-c516-0b67-f554-087d81319008"	"26-mars-2014"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected PBT/vPvB""Exposure of environment"	""	"14-janv.-2016"	
"Thiram"	""	"205-286-2"	"137-26-8"	""	"2014"	"Sweden"	"Potential endocrine disruptor""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/ac1279c9-8c21-04a9-ea59-8ceb94151542"	"https://echa.europa.eu/documents/10162/c755c128-4cf3-df90-cb28-173e7b3186f3"	"29-févr.-2012"	"Esplanaden 3a, P.O Box 2, SE-172 13 Sundbyberg, Sweden 
"	"Swedish Chemicals Agency"	""	""	""	"Potential endocrine disruptor""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
