Nom,Synonyme(s),Numero CAS,Numero EINECS,Numero Index,ATP,TMP,Colorant(Numero CI),Cancerigene (Categorie),Cancerigene (Mention de danger),Mutagene (Categorie),Mutagene (Mention de danger),Toxique repro. (Categorie),Toxique repro. (Mention de danger),Note(s),Commentaire(s)
"Acide benzènedicarboxylique- 1,2, ester de dihexyle, ramifié ou linéaire",,68515-50-4,,607-710-00-5,7ème,,,,,,,R1B,H360FD,,
"Acide benzoique, [[amino-2 [[[[[(disulfo-2,5 phényl)azo]-5 hydroxy-1 (phénylamino)-6 sulfo-3 naphtalényl-2]azo]-4' diméthoxy-3,3' [biphényl-1,1']yle-4]azo]-6 hydroxy-5 sulfo-7 naphtalényl-1]azo]-2 nitro-5, sel tétrasodique",,75522-93-9,278-235-5,611-029-00-9,,,,C1B,,,,,,,Appartient à la famille des colorants azoïques dérivant de l'o-dianisidine
"Acide benzoique, [[amino-2 hydroxy-5 [[[[hydroxy-1 [[(méthyl-4 phényl)sulfonyl]amino]-8 disulfo-3,6 naphtalényl-2]azo]-4' diméthoxy-3,3' [biphényl-1,1']yle-4]azo]-6 sulfo-7 naphtalényl-1]azo]-2 nitro-5, sel trisodique",,75522-94-0,278-236-0,611-029-00-9,,,,C1B,,,,,,,Appartient à la famille des colorants azoïques dérivant de l'o-dianisidine
Acide borique,,10043-35-3,,005-007-00-2,20ème,,,,,,,R1B,H360FD,,Pas de modification de classification CMR dans la 20ème ATP
"Acide borique, brut naturel, ne contenant pas plus de 85% de H3BO3 calculé en poids à sec",,11113-50-1,,005-007-00-2,20ème,,,,,,,R1B,H360FD,,Pas de modification de classification CMR dans la 20ème ATP
"Acide carbonique, sel de nickel",,16337-84-1,,028-010-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acide citrique, sel d'ammonium et de nickel",,18283-82-4,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acide citrique, sel de nickel",,22605-92-1,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acide diméthylhexanoïque, sel de nickel",,93983-68-7,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acide diphosphorique, sel de nickel (II)",,19372-20-4,,028-032-00-0,1ère,,,C1A,H350i,,,,,,
"Acide formique, sel de nickel",,15843-02-4,,028-021-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acide formique, sel de nickel et de cuivre",,68134-59-8,,028-021-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Acide méthoxyacétique,,625-45-6,,607-312-00-1,,,,,,,,R1B,H360FD,,
Acide N-carboxyméthyliminobis(éthylènenitrilo)tétraacétique,,67-43-6,,607-735-00-1,18ème,,,,,,,R1B,H360D,,
"Acide néodécanoïque, sel de nickel",,51818-56-5,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acide nitrique, sel de nickel",,14216-75-2,,028-012-00-1,1ère corr,,,C1A,H350i,M2,,R1B,H360D,,
Acide nonadécafluorodécanoïque,,335-76-2,,607-720-00-X,10ème,,,C2,,,,R1B,H360Df,,
"Acide orthoborique, sel de sodium",,13840-56-7,,005-011-00-4,20ème,,,,,,,R1B,H360FD,,Pas de modification de classification CMR dans la 20ème ATP
"Acide oxalique, sel de nickel",,20543-06-0,,028-039-00-9,1ère,,,C1A,H350i,,,,,,
Acide pentadécafluorooctanoïque,,335-67-1,,607-704-00-2,5ème,,,C2,,,,R1B,H360D,,
"Acide perborique (H3BO2(O2)), sel de monosodium trihydraté (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,13517-20-9,,005-018-00-2,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique (H3BO2(O2)), sel de monosodium trihydraté (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,13517-20-9,,005-018-01-X,1ère,,,,,,,R1B,H360Df,,
"Acide perborique (HBO(O2)), sel de sodium tétrahydraté (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,10486-00-7,,005-018-00-2,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique (HBO(O2)), sel de sodium tétrahydraté (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,10486-00-7,,005-018-01-X,1ère,,,,,,,R1B,H360Df,,
"Acide perborique (HBO(O2)), sel de sodium, monohydraté (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,10332-33-9,,005-019-00-8,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique (HBO(O2)), sel de sodium, monohydraté (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,10332-33-9,,005-019-01-5,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique, sel de sodium (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,11138-47-9,,005-019-00-8,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique, sel de sodium (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,11138-47-9,,005-019-01-5,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique, sel de sodium tétrahydraté (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,37244-98-7,,005-018-00-2,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique, sel de sodium tétrahydraté (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,37244-98-7,,005-018-01-X,1ère,,,,,,,R1B,H360Df,,
"Acide perborique, sel de sodium, monohydraté (contenant < 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,12040-72-1,,005-019-00-8,1ère corr,,,,,,,R1B,H360Df,,
"Acide perborique, sel de sodium, monohydraté (contenant ≥ 0.1 % (m/m) de particules d'un diamètre aérodynamique inférieur à 50 μm)",,12040-72-1,,005-019-01-5,1ère corr,,,,,,,R1B,H360Df,,
Acide perfluoroheptanoïque,acide tridécafluoroheptanoïque,375-85-9,,607-761-00-3,18ème,,,,,,,R1B,H360D,,
Acide perfluorononane-1-oïque,,375-95-1,,607-718-00-9,9ème,,,C2,,,,R1B,H360Df,,
Acide perfluorononane-1-oïque et ses sels d'ammonium,,4149-60-4,,607-718-00-9,9ème,,,C2,,,,R1B,H360Df,,
Acide perfluorononane-1-oïque et ses sels de sodium,,21049-39-8,,607-718-00-9,9ème,,,C2,,,,R1B,H360Df,,
Acide perfluorooctanesulfonique,acide heptadécafluorooctano-1-sulfonique,1763-23-1,,607-624-00-8,1ère,,,C2,,,,R1B,H360D,,
Acide salicylique,,69-72-7,,607-732-00-5,12ème,,,,,,,R2,H361d,,
"Acide silicique, sel de nickel",,37321-15-6,,028-036-00-2,1ère,,,C1A,H350i,,,,,,
"Acide silicique, sel de plomb et  nickel",,68130-19-8,,028-050-00-9,1ère,,,C1A,H350i,,,R1A,H360Df,,
"Acides gras en C8-18 et insaturés en C18, sels de nickel",,84776-45-4,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Acides gras, ramifiés en C6-19, sels de nickel",,91697-41-5,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Aclonifen (ISO),2-chloro-6-nitro-3-phenoxyaniline,74070-46-5,,612-120-00-6,5ème,,,C2,,,,,,,
Acrylamide,,79-06-1,,616-003-00-0,,,,C1B,,M1B,,R2,H361f,,
"Acrylamidoglycolate de méthyle (contenant ≥ 0,1 % d'acrylamide)",,77402-05-2,,607-210-00-7,,,,C1B,,M1B,,,,,
"Acrylamidométhoxyacétate de méthyle (contenant ≥ 0,1 % d'acrylamide)",,77402-03-0,,607-190-00-X,,,,C1B,,M1B,,,,,
Acrylate de 2-éthoxyéthyle,,3121-61-7,,607-744-00-0,15ème,,,,,M2,,R1B,H360FD,,
Acrylonitrile,,107-13-1,,608-003-00-4,,,,C1B,,,,,,,
Alachlore (ISO),"2-chloro-2',6'-diéthyl-N-(méthoxyméthyl)acétanilide",15972-60-8,,616-015-00-6,,,,C2,,,,,,,
"Alcanes en C1-2, Gaz de pétrole",,68475-57-0,,649-193-00-9,,,,C1A,,M1B,,,,,
"Alcanes en C12-26, ramifiés et droits",,90622-53-0,,649-242-00-4,,,,C1B,,,,,,,
"Alcanes en C1-4, riches en C3, Gaz de pétrole",,90622-55-2,,649-114-00-8,,,,C1A,,M1B,,,,,
"Alcanes en C2-3, Gaz de pétrole",,68475-58-1,,649-194-00-4,,,,C1A,,M1B,,,,,
"Alcanes en C3-4, Gaz de pétrole",,68475-59-2,,649-195-00-X,,,,C1A,,M1B,,,,,
"Alcanes en C4-5, Gaz de pétrole",,68475-60-5,,649-196-00-5,,,,C1A,,M1B,,,,,
Alcool fulfurylique,,98-00-0,,603-018-00-2,1ère,,,C2,,,,,,,
Alcool tétrahydrofurfurylique,tetrahydro-2-furylmethanol,97-99-4,,603-061-00-7,6ème,,,,,,,R1B,H360Df,,
Aldrine (ISO),,309-00-2,,602-048-00-3,,,,C2,,,,,,,
Amiante,,"12001-28-4,132207-32-0,12172-73-5,77536-66-4,77536-68-6,77536-67-5,12001-29-5",,650-013-00-6,,"30,30 BIS",,C1A,,,,,,,
Amisulbrom (ISO),"3-(3-bromo-6-fluoro-2-méthylindol-1-ylsulfonyl)-N,N-diméthyl-1H-1,2,4-triazole-1-sulfonamide",348635-87-0,,616-224-00-2,12ème,,,C2,,,,,,,
Amitrole (ISO),"aminotriazole , 1,2,4-triazol-3-ylamine",61-82-5,,613-011-00-6,,,,,,,,R2,H361d,,
"Androsta-1,4,9(11)-triène-3,17-dione",,15375-21-0,,606-134-00-1,1ère,,,,,,,R2,H361f,,
Aniline,,62-53-3,,612-008-00-7,,,,C2,,M2,,,,,
Anthraquinone,,84-65-1,,606-151-00-4,10ème,,,C1B,,,,,,,
Antu (ISO),1-(1-naphtyl)-2-thiourée,86-88-4,,006-008-00-0,,,,C2,,,,,,,
Arséniate de triéthyle,,15606-95-8,,601-067-00-4,,,,C1A,,,,,,,
Arséniure de gallium,,1303-00-0,,031-001-00-4,7ème,,,C1B,,,,R1B,H360F,,
Arséniure de nickel,,27016-75-7,,028-051-00-4,1ère,"20,20 BIS",,C1A,H350i,,,,,,
Auramine,"4,4'-carbonimidoylbis[N,N-diméthylaniline]",492-80-8,,612-096-00-7,,15 TER,,C2,,,,,,,
Avermectine B1a (pureté ≥ 80%),,65195-55-3,,606-143-00-0,3ème,,,,,,,R2,H361d,,
Azafenidin (ISO),,68049-83-2,,611-140-00-2,,,,,,,,R1B,H360Df,,
Azaméthiphos (ISO),"thiophosphate de S-[(6-chloro-2-oxooxazolo[4,5-b]pyridin-3(2H)-yl)méthyle] et de O,O-diméthyle",35575-96-3,,613-338-00-4,17ème,,,C2,,,,,,,
Azobenzène,,103-33-3,,611-001-00-6,,,,C1B,,M2,,,,,
Bases de goudron de houille brutes (charbon),,65996-84-1,,648-141-00-2,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, fraction aniline, Bases distillées",,92062-27-6,,648-034-00-0,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, fraction collidine, Bases distillées",,92062-28-7,,648-033-00-5,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, fraction dérivés quinoléiques",,70321-67-4,,648-132-00-3,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, fraction lutidine, Bases distillées",,91082-52-9,,648-031-00-4,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, fraction picoline, Bases distillées",,92062-33-4,,648-030-00-9,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, fraction toluidine, Bases distillées",,91082-53-0,,648-035-00-6,,,,C1B,,M1B,,,,,
"Bases de goudron de houille, résidus de distillation, Bases distillées",,92062-29-8,,648-133-00-9,,,,C1B,,M1B,,,,,
"Bases de goudron, dérivés quinoléiques, Bases distillées",,68513-87-1,,648-131-00-8,,,,C1B,,M1B,,,,,
Benfuracarbe (ISO),"N-[2,3-dihydro-2,2-diméthylbenzofuran-7-yloxycarbonyl(méthyl)aminothio]-N-isopropyl- β-alaninate d'éthyle",82560-54-1,,006-088-00-7,1ère,,,,,,,R2,H361f,,
Bénomyl (ISO),1-(butylcarbamoyl)benzimidazol-2-ylcarbamate de méthyle,17804-35-2,,613-049-00-3,,,,,,M1B,,R1B,H360FD,,
Bentazone (ISO),"3-isopropyl-2,1,3-benzothiadiazin-4-one-2,2-dioxyde",25057-89-0,,613-012-00-1,18ème,,,,,,,R2,H361d,,
Benzène,,71-43-2,,601-020-00-8,,4,,C1A,,M1B,,,,,
Benzidine,"4,4'-diaminobiphényle",92-87-5,,612-042-00-2,,15 TER,,C1A,,,,,,,
Benzo[a]anthracène,,56-55-3,,601-033-00-9,1ère,,,C1B,,,,,,,
Benzo[a]pyrène,"benzo[d,e,f]chrysène",50-32-8,,601-032-00-3,,,,C1B,,M1B,,R1B,H360FD,,
Benzo[e]acéphénanthrylène,,205-99-2,,601-034-00-4,,,,C1B,,,,,,,
Benzo[e]pyrène,,192-97-2,,601-049-00-6,,,,C1B,,,,,,,
Benzo[j]fluoranthène,,205-82-3,,601-035-00-X,,,,C1B,,,,,,,
Benzo[k]fluoranthène,,207-08-9,,601-036-00-5,,,,C1B,,,,,,,
Benzo[rst]pentaphène,,189-55-9,,601-090-00-X,14ème,,,C1B,,M2,,,,,
Benzophénone,,119-61-9,,606-153-00-5,18ème,,,C1B,,,,,,,
Benzyl violet 4B,"α-[4-(4-diméthylamino-?-{4-[éthyl(3-sodiosulphonatobenzyl)amino] phényl}benzylidène)cyclohexa-2,5-diénylidène(éthyl)ammonio]toluène-3-sulfonate",1694-09-3,,650-010-00-X,,,,C2,,,,,,,
Béryllium,glucinium,7440-41-7,,004-001-00-7,,,,C1B,H350i,,,,,,
Bifenthrine (ISO),"(2-méthylbiphényl-3-yl)méthyl rel-(1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-èn-1-yl]-2,2-diméthylcyclopropanecarboxylate",82657-04-3,,607-699-00-7,5ème,,,C2,,,,,,,
Binapacryl (ISO),"3-méthylcrotonate de 2-sec-butyl-4,6-dinitrophényle",485-31-4,,609-024-00-1,,,,,,,,R1B,H360D,,
Biphényl-2-ylamine,,90-41-5,,612-142-00-6,,,,C2,,,,,,,
"Biphényl-3,3',4,4'-tétrayltétraamine",diaminobenzidine,91-95-2,,612-239-00-3,1ère,,,C1B,,M2,,,,,
Bis(2-(2-méthoxyéthoxy)éthyl)éther,tétraglyme,143-24-8,,603-238-00-9,15ème,,,,,,,R1B,H360FD,,
Bis(2-éthylhexanoate) de dibutylétain,,2781-10-4,220-481-2,050-032-00-4,18ème,,,,,M2,,R1B,H360FD,,
Bis(2-éthylhexanoate) de nickel,,4454-16-4,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Bis(3-carboxy-4-hydroxybenzènesulfonate) d'hydrazine,,,,007-022-00-X,,,,C1B,,,,,,,
Bis(4-cyclohexylbutyrate) de nickel,,3906-55-6,,028-025-00-2,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Bis(7-acétamido-2-(4-nitro-2-oxydophénylazo)-3-sulfonato-1-naphtolato)chromate(1-) de trisodium,,,,024-012-00-0,,,,,,M2,,,,,
Bis(arsénate) de trinickel,arsénate de nickel (II),13477-70-8,,028-038-00-3,1ère,"20,20 BIS",,C1A,,,,,,,
Bis(arsénite) de trinickel,,74646-29-0,,028-042-00-5,1ère,"20,20 BIS",,C1A,H350i,,,,,,
Bis(benzènesulfonate) de nickel,,39819-65-3,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Bis(D-gluconato-O1,O2)nickel",,71957-07-8,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Bis(dihydrogénophosphate) de nickel,,18718-11-1,,028-032-00-0,1ère,,,C1A,H350i,,,,,,
Bis(isononanoate) de nickel,,84852-37-9,,028-054-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Bis(orthophosphate) de trinickel,,10381-36-9,,028-032-00-0,1ère,,,C1A,H350i,,,,,,
Bis(orthophosphate) de triplomb,,7446-27-7,,082-006-00-3,,,,,,,,R1A,H360Df,,
Bis(phosphinate) de nickel,,14507-36-9,,028-032-00-0,1ère,,,C1A,H350i,,,,,,
Bis(sulfamidate) de nickel,sulfamate de nickel,13770-89-3,,028-018-00-4,14ème,,,C1A,H350i,M2,,R1B,H360D,,
Bis(sulfate) de diammonium et nickel,,15699-18-0,,028-017-00-9,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Bis(sulfate) de nickel et dipotassium,,13842-46-1,,028-017-00-9,1ère,,,C1A,H350i,M2,,R1B,H360D,,
Bis(tétrafluoroborate) de nickel,,14708-14-6,,028-019-00-X,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Bis(η5-cyclopentadiényl)bis(2,6-difluoro-3-[pyrrol-1-yl]phényl)titanium",,125051-32-3,,022-003-00-6,,,,,,,,R2,H361f,,
Bisphénol A,"4,4'-isopropylidènediphénol",80-05-7,,604-030-00-0,18ème,,,,,,,R1B,H360F,,
Borure de dinickel,,12007-01-1,,028-056-00-1,1ère,,,C1A,H350i,,,,,,
Borure de nickel,,12619-90-8,,028-056-00-1,1ère,,,C1A,H350i,,,,,,
Borure de nickel (NiB),,12007-00-0,,028-056-00-1,1ère,,,C1A,H350i,,,,,,
Borure de trinickel,,12007-02-2,,028-056-00-1,1ère,,,C1A,H350i,,,,,,
"Boues et sédiments, d'affinage électrolytique du cuivre, décuivrés",,94551-87-8,,028-015-00-8,1ère,,,C1A,H350i,M2,,R1A,H360D,,
"Boues et sédiments, d'affinage électrolytique du cuivre, décuivrés, contenant du sulfate de nickel",,92129-57-2,,028-014-00-2,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Brai de goudron de houille à haute température, secondaire",,94114-13-3,,648-057-00-6,,,,C1B,,,,,,,
"Brai de goudron de houille à haute température, traité thermiquement",,121575-60-8,,648-056-00-0,,,,C1B,,,,,,,
"Brai de goudron de houille et de pétrole, Résidus de brais",,68187-57-5,,648-076-00-X,,,,C1B,,,,,,,
"Brai de houille à basse température, oxydé, Résidu de brai, oxydé",,90669-59-3,,648-070-00-7,,,,C1B,,,,,,,
"Brai de houille à basse température, Résidu de brai",,90669-57-1,,648-069-00-1,,,,C1B,,,,,,,
"Brai de houille à basse température, traitement thermique, Résidu de brai, oxydé, Résidu de brai, traité thermiquement",,90669-58-2,,648-071-00-2,,,,C1B,,,,,,,
"Brai, goudron de houille, haute température",,65996-93-2,,648-055-00-5,14ème,,,C1A,,M1B,,R1B,,,
Brodifacoum (ISO),,56073-10-0,,607-172-00-1,9ème,,,,,,,R1A,H360D,,
Bromadiolone (ISO),,28772-56-7,,607-716-00-8,9ème,,,,,,,R1B,H360D,,
Bromate de potassium,,7758-01-2,,035-003-00-6,,,,C1B,,,,,,,
Bromoéthane,bromure d'éthyle,74-96-4,,602-055-00-1,,,,C2,,,,,,,
Bromoéthylène,,593-60-2,,602-024-00-2,,,,C1B,,,,,,,
Bromométhane,,74-83-9,,602-002-00-2,2ème,,,,,M2,,,,,
Bromoxynil (ISO),"3,5-dibromo-4-hydroxybenzonitrile",1689-84-5,,608-006-00-0,,,,,,,,R2,H361d,,
Bromoxynil heptanoate (ISO),"heptanoate de 2,6-dibromo-4-cyanophényle",56634-95-8,,607-427-00-7,,,,,,,,R2,H361d,,
Bromoxynil octanoate (ISO),"octanoate de 2,6-dibromo-4-cyanophényle",1689-99-2,,608-017-00-0,,,,,,,,R2,H361d,,
Bromure d'ammonium,,12124-97-9,,035-005-00-7,18ème,,,,,,,R1B,H360FD,,
Bromure de 1-éthyl-1-méthylmorpholinium,,65756-41-4,,612-182-00-4,,,,,,M2,,,,,
Bromure de 1-éthyl-1-méthylpyrrolidinium,,69227-51-6,,612-183-00-X,,,,,,M2,,,,,
Bromure d'éthidium,"bromure de 3,8-diamino-1-éthyl-6-phénylphénantridinium",1239-45-8,,612-278-00-6,1ère,,,,,M2,,,,,
Bunsénite,,34492-97-2,,028-003-00-2,1ère,,,C1A,H350i,,,,,,
Bupirimate (ISO),,41483-43-6,,612-288-00-0,9ème,,,C2,,,,,,,
"Butane (contenant ≥ 0,1 % butadiène (203-450-8))",,106-97-8,,601-004-01-8,,,,C1A,,M1B,,,,,
Butanone-oxime,"éthyl(méthyl)cétone-oxime , éthylméthylcétoxime",96-29-7,,616-014-00-0,15ème,,,C1B,,,,,,,"Dans la 15ème ATP, passage de la classification C2 à C1B"
C.I. Basic Green 4,chlorhydrate de vert malachite,569-64-2,,602-096-00-5,,,,,,,,R2,H361d,,
C.I. Basic Red 9,"chlorhydrate de 4,4'-(4-iminocyclohexa-2,5-diénylidèneméthylène)dianiline",569-61-9,,611-031-00-X,,,,C1B,,,,,,,
C.I. Direct Black 38,"4-amino-3-[[4'-[(2,4-diaminophényl)azo][1,1'-biphényl]-4-yl]azo]-5-hydroxy-6-(phénylazo)naphtalène-2,7-disulfonate de disodium",1937-37-7,,611-025-00-7,,15 TER,,C1B,,,,R2,H361d,,
C.I. Direct Blue 6,"3,3'-[[1,1'-biphényl]-4,4'-diylbis(azo)]bis[5-amino-4-hydroxynaphtalène-2,7-disulfonate] de tétrasodium",2602-46-2,,611-026-00-2,,15 TER,,C1B,,,,R2,H361d,,
C.I. Direct Brown 95,"{5-[(4'-((2,6-dihydroxy-3-((2-hydroxy-5-sulfophényl)azo)phényl)azo)(1,1'-biphényl)-4-yl)azo]salicylato(4-)}cuprate(2-) de disodium",16071-86-6,,611-005-00-8,,15 TER,,C1B,,,,,,,
C.I. Direct Red 28,"3,3'-[[1,1'-biphényl]-4,4'-diylbis(azo)]bis(4-aminonaphtalène-1-sulfonate) de disodium",573-58-0,,611-027-00-8,,,,C1B,,,,R2,H361d,,
C.I. Disperse Blue 1,"1,4,5,8-tétraaminoanthraquinone",2475-45-8,,611-032-00-5,,,,C1B,,,,,,,
C.I. Disperse yellow 3,N-[4-[(2-hydroxy-5-méthylphényl)azo]phényl]acétamide,2832-40-8,,611-055-00-0,,,,C2,,,,,,,
C.I. Solvent Yellow 14,1-phénylazo-2-naphtol,842-07-9,,611-056-00-6,,,,C2,,M2,,,,,
C.I. Violet Base 3,"chlorure de 4-[4,4'-bis(diméthylamino)benzhydrylidène]cyclohexa-2,5-dien-1-ylidène]diméthylammonium",548-62-9,,612-204-00-2,,,,C2,,,,,,,
"C.I. Violet Base 3 avec ≥ 0,1 % de cétone de Michler (CE 202-027-5)",,548-62-9,,612-205-00-8,,,,C1B,,,,,,,
Cadmium en poudre (pyrophorique),,7440-43-9,,048-011-00-X,,61 BIS,,C1B,,M2,,R2,H361fd,,
Cadmium en poudre (stabilisé),,7440-43-9,,048-002-00-0,,61 BIS,,C1B,,M2,,R2,H361fd,,
Captafol (ISO),"1,2,3,6-tétrahydro-N-(1,1,2,2-tétrachloroéthylthio)phtalimide",2425-06-1,,613-046-00-7,,,,C1B,,,,,,,
Captane (ISO),"N-(trichlorométhylthio)cyclohex-4-ène-1,2-dicarboximide",133-06-2,,613-044-00-6,1ère,,,C2,,,,,,,
Carbadox,"1,4-dioxyde du 3-(quinoxaline-2-ylméthylène)carbazate de méthyle , 2-(méthoxycarbonylhydrazonométhyl)quinoxaline-1,4-dioxyde",6804-07-5,,613-050-00-9,,,,C1B,,,,,,,
Carbaryl (ISO),méthylcarbamate de 1-naphtyle,63-25-2,,006-011-00-7,1ère,,,C2,,,,,,,
Carbendazine (ISO),benzimidazol-2-ylcarbamate de méthyle,10605-21-7,,613-048-00-8,17ème,,,,,M1B,,R1B,H360FD,,
Carbétamide (ISO),"(2R)-1- (éthylamino)-1-oxopropan-2-yl phénylcarbamate , (R)-1-(éthylcarbamoyl)éthyl carbanilate",16118-49-3,,616-223-00-7,10ème,,,C2,,,,R1B,H360D,,
"Carbonate de (R,S)-1-{1-éthyl-4-[mésyl-3-(2-méthoxyéthoxy)-o-toluoyl]pyrazol-5-yloxy}éthyle et de méthyle",tolpyralate,1101132-67-5,,607-755-00-0,17ème,,,C2,,,,R2,H361fd,,
Carbonate de cadmium,,513-78-0,,048-012-00-5,10ème,61,,C1B,,M1B,,,,,
Carbonate de chloro-1-éthylcyclohexyle,,99464-83-2,,607-667-00-2,1ère,,,,,M2,,,,,
Carbonate de cobalt,,513-79-1,,027-010-00-8,1ère,,,C1B,H350i,M2,,R1B,H360F,,
Carbonate de nickel,"acide carbonique, sel de nickel (2+) , carbonate de nickel basique",3333-67-3,,028-010-00-0,1ère,,,C1A,H350i,M2,,R1B,H360D,,
"Carburéacteurs pour avion, extraction au solvant de charbon, hydrocraquage, hydrogénation",,94114-58-6,,648-154-00-3,,,,C2,,,,,,,
"Charbon liquide, extraction au solvant liquide",,94114-48-4,,648-144-00-9,,,,C1B,,,,,,,
"Charbon liquide, solution d'extraction au solvant liquide",,94114-47-3,,648-143-00-3,,,,C1B,,,,,,,
Chinométhionate (ISO),"6-méthyl-1,3-dithiolo[4,5-b]quinoxalin-2-one",2439-01-2,,606-036-00-9,,,,,,,,R2,H361f,,
Chlordane (ISO),"1,2,4,5,6,7,8,8-octachloro-3a,4,7,7a-tétrahydro-4,7-méthanoindan",57-74-9,,602-047-00-8,,,,C2,,,,,,,
Chlordécone (ISO),"décachloropentacyclo[5.2.1.02,6.03,9.05,8]décane-4-one",143-50-0,,606-019-00-6,,,,C2,,,,,,,
Chlordiméforme (ISO),"N2-(4-chloro-o-tolyl)-N1,N1-diméthylformamidine",6164-98-3,,650-007-00-3,,,,C2,,,,,,,
"Chlordiméforme, monochlorhydrate","N2-(4-chloro-o-tolyl)-N1,N1-diméthylformamidine, chlorhydrate",19750-95-9,,650-009-00-4,,,,C2,,,,,,,
Chlorhydrate de (4-hydrazinophényl)-N-méthylméthanesulfonamide,,81880-96-8,,007-025-00-6,,,,,,M2,,,,,
"Chlorhydrate de 1-(2-amino-5-chlorophényl)-2,2,2-trifluoro-1,1-éthanediol (contenant ≥ 0.1 % 4-chloroaniline (CE No 203-401-0))",,214353-17-0,,603-221-01-3,1ère,,,C1B,,,,,,,
Chlorhydrate de 2-éthylphénylhydrazine,,19398-06-2,,612-245-00-6,1ère,,,C2,,,,,,,
Chlorhydrate de 3-(pipérazin-1-yl)-benzo[d]isothiazole,,87691-88-1,,612-244-00-0,1ère,,,,,,,R2,H361f,,
"Chlorhydrate de N,N-(diméthylamino)thioacétamide",,27366-72-9,,616-180-00-4,1ère,,,,,,,R1B,H360D,,
Chlorhydrate de phénylhydrazine,,27140-08-5,,612-023-00-9,,,,C1B,,M2,,,,,
Chlorhydrate de pipérazine,,6094-40-2,,612-241-00-4,1ère,,,,,,,R2,H361fd,,
Chlorhydrate de polyhexaméthylène biguanide,,"27083-27-8,32289-58-0",,616-207-00-X,9ème,,,C2,,,,,,,
Chloroacétaldehyde,,107-20-0,,605-025-00-6,,,,C2,,,,,,,
Chloroalcanes en C10-13,,85535-84-8,,602-080-00-8,1ère,,,C2,,,,,,,
Chloroéthane,,75-00-3,,602-009-00-0,,,,C2,,,,,,,
Chlorométhane,chlorure de méthyle,74-87-3,,602-001-00-7,,,,C2,,,,,,,
Chlorophacinone (ISO),,3691-35-8,,606-014-00-9,,,,,,,,R1B,H360F,,
Chlorophène,2-benzyl-4-chlorophénol,120-32-1,,604-093-00-4,10ème,,,C2,,,,R2,H361f,,
Chloroprène (stabilisé),"2-chloro-1,3-butadiène",126-99-8,,602-036-00-8,,,,C1B,,,,,,,
Chlorothalonil (ISO),tétrachloroisophtalonitrile,1897-45-6,,608-014-00-4,1ère,,,C2,,,,,,,
